CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment_Map,Segment,Cluster,AI_Segment
15374,129,3,168.0,2,1,1,211,21,Hibernating,1,At Risk
15376,40,117,1233.36,3,4,4,344,34,Loyal Customers,0,Loyal Customers
15379,169,194,3703.29,2,5,5,255,25,Can't Lose,1,At Risk
15380,9,36,1690.2600000000002,5,3,4,534,53,Potential Loyalists,0,Loyal Customers
15381,214,8,596.85,1,1,3,113,11,Hibernating,3,Churned (Lost)
15382,15,302,5955.71,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15384,170,41,642.41,2,3,3,233,23,At Risk,1,At Risk
15385,40,12,316.88,3,1,2,312,31,About To Sleep,1,At Risk
15386,186,31,394.14,1,3,2,132,13,At Risk,3,Churned (Lost)
15388,270,10,140.54,1,1,1,111,11,Hibernating,3,Churned (Lost)
15389,172,1,500.0,2,1,3,213,21,Hibernating,1,At Risk
15392,5,84,1535.53,5,4,4,544,54,Champions,0,Loyal Customers
15393,16,12,231.86,4,1,1,411,41,Promising,0,Loyal Customers
15394,10,85,2183.54,5,4,5,545,54,Champions,0,Loyal Customers
15395,326,7,107.45,1,1,1,111,11,Hibernating,3,Churned (Lost)
15396,113,14,288.18,2,2,2,222,22,Hibernating,1,At Risk
15397,290,6,94.0,1,1,1,111,11,Hibernating,3,Churned (Lost)
15398,16,73,1345.53,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15399,1,50,815.77,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
15400,92,12,716.2,2,1,3,213,21,Hibernating,1,At Risk
15402,149,42,626.77,2,3,3,233,23,At Risk,1,At Risk
15405,189,8,349.1,1,1,2,112,11,Hibernating,3,Churned (Lost)
15406,31,53,510.71,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
15407,34,153,1056.44,3,5,4,354,35,Loyal Customers,0,Loyal Customers
15408,264,34,267.18,1,3,2,132,13,At Risk,3,Churned (Lost)
15410,84,122,3450.84,2,5,5,255,25,Can't Lose,1,At Risk
15411,26,99,1358.88,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15412,171,10,190.53,2,1,1,211,21,Hibernating,1,At Risk
15414,10,39,774.9000000000001,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
15415,313,48,572.8100000000001,1,3,3,133,13,At Risk,3,Churned (Lost)
15416,65,192,3984.32,3,5,5,355,35,Loyal Customers,0,Loyal Customers
15417,85,28,508.8,2,2,3,223,22,Hibernating,1,At Risk
15419,25,8,135.86,4,1,1,411,41,Promising,0,Loyal Customers
15421,59,53,950.36,3,3,4,334,33,Need Attention,1,At Risk
15422,323,6,97.7,1,1,1,111,11,Hibernating,3,Churned (Lost)
15423,38,2,43.5,3,1,1,311,31,About To Sleep,1,At Risk
15424,254,17,383.34,1,2,2,122,12,Hibernating,3,Churned (Lost)
15426,19,292,1447.39,4,5,4,454,45,Loyal Customers,0,Loyal Customers
15427,33,306,1483.14,4,5,4,454,45,Loyal Customers,0,Loyal Customers
15428,15,6,93.78,4,1,1,411,41,Promising,0,Loyal Customers
15429,27,82,397.35,4,4,2,442,44,Loyal Customers,0,Loyal Customers
15432,23,10,171.19,4,1,1,411,41,Promising,0,Loyal Customers
15433,214,41,533.3,1,3,3,133,13,At Risk,3,Churned (Lost)
15434,8,55,1041.48,5,3,4,534,53,Potential Loyalists,0,Loyal Customers
15435,22,29,149.29,4,2,1,421,42,Potential Loyalists,0,Loyal Customers
15436,12,329,1122.53,5,5,4,554,55,Champions,0,Loyal Customers
15437,262,45,200.16,1,3,1,131,13,At Risk,3,Churned (Lost)
15438,131,25,156.57999999999998,2,2,1,221,22,Hibernating,1,At Risk
15440,55,62,383.68,3,4,2,342,34,Loyal Customers,1,At Risk
15442,249,2,594.0,1,1,3,113,11,Hibernating,3,Churned (Lost)
15443,2,382,3236.91,5,5,5,555,55,Champions,0,Loyal Customers
15444,9,219,1418.26,5,5,4,554,55,Champions,0,Loyal Customers
15445,264,5,113.5,1,1,1,111,11,Hibernating,3,Churned (Lost)
15447,331,9,155.17,1,1,1,111,11,Hibernating,3,Churned (Lost)
15448,313,28,494.64,1,2,3,123,12,Hibernating,3,Churned (Lost)
15449,26,60,974.52,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15450,30,30,429.84,4,3,2,432,43,Potential Loyalists,0,Loyal Customers
15452,30,58,538.73,4,4,3,443,44,Loyal Customers,0,Loyal Customers
15453,2,286,1388.37,5,5,4,554,55,Champions,0,Loyal Customers
15454,362,25,179.1,1,2,1,121,12,Hibernating,3,Churned (Lost)
15456,283,60,447.22,1,4,2,142,14,At Risk,3,Churned (Lost)
15457,262,58,237.07,1,4,1,141,14,At Risk,3,Churned (Lost)
15458,25,7,161.64,4,1,1,411,41,Promising,0,Loyal Customers
15460,354,58,216.76,1,4,1,141,14,At Risk,3,Churned (Lost)
15462,94,11,234.6,2,1,1,211,21,Hibernating,1,At Risk
15463,29,7,126.14,4,1,1,411,41,Promising,0,Loyal Customers
15464,338,157,1048.85,1,5,4,154,15,Can't Lose,3,Churned (Lost)
15465,20,97,7354.62,4,4,5,445,44,Loyal Customers,0,Loyal Customers
15466,85,57,334.53,2,3,2,232,23,At Risk,1,At Risk
15467,9,52,524.88,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
15468,51,24,467.51,3,2,2,322,32,About To Sleep,1,At Risk
15469,50,24,538.55,3,2,3,323,32,About To Sleep,1,At Risk
15471,2,77,469.48,5,4,2,542,54,Champions,0,Loyal Customers
15472,113,76,371.56,2,4,2,242,24,At Risk,1,At Risk
15473,14,11,1771.2,4,1,4,414,41,Promising,0,Loyal Customers
15475,77,29,454.11,2,2,2,222,22,Hibernating,1,At Risk
15478,40,46,1441.42,3,3,4,334,33,Need Attention,0,Loyal Customers
15480,116,45,905.5,2,3,3,233,23,At Risk,1,At Risk
15482,16,98,11054.96,4,4,5,445,44,Loyal Customers,0,Loyal Customers
15483,161,88,233.81,2,4,1,241,24,At Risk,1,At Risk
15484,1,188,3594.31,5,5,5,555,55,Champions,0,Loyal Customers
15485,30,86,2575.0,4,4,5,445,44,Loyal Customers,0,Loyal Customers
15488,93,2,91.32,2,1,1,211,21,Hibernating,1,At Risk
15489,23,50,1134.28,4,3,4,434,43,Potential Loyalists,0,Loyal Customers
15491,95,154,3100.09,2,5,5,255,25,Can't Lose,1,At Risk
15492,28,35,659.4599999999999,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
15493,33,297,2001.8,4,5,4,454,45,Loyal Customers,0,Loyal Customers
15494,21,125,1299.23,4,5,4,454,45,Loyal Customers,0,Loyal Customers
15497,18,15,1262.2,4,2,4,424,42,Potential Loyalists,0,Loyal Customers
15498,3,512,13316.4,5,5,5,555,55,Champions,0,Loyal Customers
15500,8,68,1131.56,5,4,4,544,54,Champions,0,Loyal Customers
15502,16,213,10384.93,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15503,363,70,147.09,1,4,1,141,14,At Risk,3,Churned (Lost)
15504,81,13,52.83,2,1,1,211,21,Hibernating,1,At Risk
15505,53,97,3610.96,3,4,5,345,34,Loyal Customers,0,Loyal Customers
15506,23,164,979.26,4,5,4,454,45,Loyal Customers,0,Loyal Customers
15507,172,46,492.36,2,3,3,233,23,At Risk,1,At Risk
15508,189,92,1000.27,1,4,4,144,14,At Risk,3,Churned (Lost)
15510,331,1,250.0,1,1,1,111,11,Hibernating,3,Churned (Lost)
15511,12,160,909.23,5,5,3,553,55,Champions,0,Loyal Customers
15512,156,7,121.0,2,1,1,211,21,Hibernating,1,At Risk
15513,33,308,14758.22,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15514,12,178,4139.46,5,5,5,555,55,Champions,0,Loyal Customers
15516,45,15,62.43,3,2,1,321,32,About To Sleep,1,At Risk
15517,233,27,267.03,1,2,2,122,12,Hibernating,3,Churned (Lost)
15518,64,214,1942.45,3,5,4,354,35,Loyal Customers,0,Loyal Customers
15520,2,18,343.5,5,2,2,522,52,Potential Loyalists,0,Loyal Customers
15521,40,185,3000.2,3,5,5,355,35,Loyal Customers,0,Loyal Customers
15522,33,57,398.84,4,3,2,432,43,Potential Loyalists,0,Loyal Customers
15523,84,10,412.0100000000001,2,1,2,212,21,Hibernating,1,At Risk
15524,25,1,440.0,4,1,2,412,41,Promising,0,Loyal Customers
15525,2,178,825.92,5,5,3,553,55,Champions,0,Loyal Customers
15526,33,4,148.44,4,1,1,411,41,Promising,0,Loyal Customers
15527,19,163,2429.78,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15528,254,26,229.33,1,2,1,121,12,Hibernating,3,Churned (Lost)
15529,23,672,3995.23,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15530,22,108,1502.35,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15531,8,228,2007.44,5,5,4,554,55,Champions,0,Loyal Customers
15532,25,256,1580.93,4,5,4,454,45,Loyal Customers,0,Loyal Customers
15533,19,83,807.57,4,4,3,443,44,Loyal Customers,0,Loyal Customers
15535,173,75,536.4,2,4,3,243,24,At Risk,1,At Risk
15537,163,24,110.92,2,2,1,221,22,Hibernating,1,At Risk
15539,7,41,538.46,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
15540,11,15,213.3,5,2,1,521,52,Potential Loyalists,0,Loyal Customers
15541,114,29,85.13000000000001,2,2,1,221,22,Hibernating,1,At Risk
15543,288,28,127.86,1,2,1,121,12,Hibernating,3,Churned (Lost)
15544,9,259,3546.71,5,5,5,555,55,Champions,0,Loyal Customers
15545,54,81,292.72,3,4,2,342,34,Loyal Customers,0,Loyal Customers
15547,7,702,4954.84,5,5,5,555,55,Champions,0,Loyal Customers
15549,77,115,1693.26,2,4,4,244,24,At Risk,1,At Risk
15550,4,61,575.63,5,4,3,543,54,Champions,0,Loyal Customers
15551,37,29,436.06,3,2,2,322,32,About To Sleep,0,Loyal Customers
15552,217,17,90.12,1,2,1,121,12,Hibernating,3,Churned (Lost)
15553,60,56,437.23,3,3,2,332,33,Need Attention,1,At Risk
15554,278,14,217.2,1,2,1,121,12,Hibernating,3,Churned (Lost)
15555,12,899,4805.17,5,5,5,555,55,Champions,0,Loyal Customers
15556,24,31,279.77,4,3,2,432,43,Potential Loyalists,0,Loyal Customers
15557,29,20,473.65,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
15561,12,27,800.59,5,2,3,523,52,Potential Loyalists,0,Loyal Customers
15562,352,1,134.55,1,1,1,111,11,Hibernating,3,Churned (Lost)
15563,22,113,1400.44,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15565,50,8,173.16,3,1,1,311,31,About To Sleep,1,At Risk
15567,19,7,186.01,4,1,1,411,41,Promising,0,Loyal Customers
15568,3,53,758.29,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
15569,104,31,1375.71,2,3,4,234,23,At Risk,1,At Risk
15570,7,323,4165.52,5,5,5,555,55,Champions,0,Loyal Customers
15571,12,57,650.4300000000001,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
15572,5,215,2552.86,5,5,5,555,55,Champions,0,Loyal Customers
15573,32,104,607.45,4,4,3,443,44,Loyal Customers,0,Loyal Customers
15574,178,168,702.25,2,5,3,253,25,Can't Lose,1,At Risk
15576,38,45,940.67,3,3,3,333,33,Need Attention,0,Loyal Customers
15577,151,39,258.88,2,3,2,232,23,At Risk,1,At Risk
15578,162,13,127.1,2,1,1,211,21,Hibernating,1,At Risk
15579,69,51,348.6,3,3,2,332,33,Need Attention,1,At Risk
15581,121,149,3679.97,2,5,5,255,25,Can't Lose,1,At Risk
15582,25,44,682.9100000000001,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
15584,24,123,725.11,4,5,3,453,45,Loyal Customers,0,Loyal Customers
15585,177,31,455.3,2,3,2,232,23,At Risk,1,At Risk
15587,50,9,913.68,3,1,3,313,31,About To Sleep,1,At Risk
15589,256,29,478.53,1,2,2,122,12,Hibernating,3,Churned (Lost)
15592,47,24,388.58,3,2,2,322,32,About To Sleep,1,At Risk
15593,71,5,199.8,3,1,1,311,31,About To Sleep,1,At Risk
15594,16,103,1771.78,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15596,101,77,1406.59,2,4,4,244,24,At Risk,1,At Risk
15597,35,22,324.57,3,2,2,322,32,About To Sleep,0,Loyal Customers
15598,53,14,240.68,3,2,1,321,32,About To Sleep,1,At Risk
15599,27,52,761.74,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
15601,11,410,6776.56,5,5,5,555,55,Champions,0,Loyal Customers
15602,8,46,1297.87,5,3,4,534,53,Potential Loyalists,0,Loyal Customers
15603,79,2,48.48,2,1,1,211,21,Hibernating,1,At Risk
15604,52,17,216.39,3,2,1,321,32,About To Sleep,1,At Risk
15605,36,67,1198.23,3,4,4,344,34,Loyal Customers,0,Loyal Customers
15606,61,77,2920.16,3,4,5,345,34,Loyal Customers,0,Loyal Customers
15607,337,13,104.76,1,1,1,111,11,Hibernating,3,Churned (Lost)
15608,28,60,1093.68,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15609,184,16,298.48,1,2,2,122,12,Hibernating,1,At Risk
15610,52,6,112.46,3,1,1,311,31,About To Sleep,1,At Risk
15611,10,43,1591.45,5,3,4,534,53,Potential Loyalists,0,Loyal Customers
15612,36,6,195.15,3,1,1,311,31,About To Sleep,0,Loyal Customers
15615,10,423,10399.74,5,5,5,555,55,Champions,0,Loyal Customers
15618,33,45,776.851,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
15619,11,3,336.40000000000003,5,1,2,512,51,New Customers,0,Loyal Customers
15620,57,100,1553.18,3,4,4,344,34,Loyal Customers,0,Loyal Customers
15621,4,16,1293.03,5,2,4,524,52,Potential Loyalists,0,Loyal Customers
15622,43,185,3709.56,3,5,5,355,35,Loyal Customers,0,Loyal Customers
15623,141,19,301.03,2,2,2,222,22,Hibernating,1,At Risk
15624,117,34,588.13,2,3,3,233,23,At Risk,1,At Risk
15625,104,64,1534.26,2,4,4,244,24,At Risk,1,At Risk
15626,75,49,675.8,2,3,3,233,23,At Risk,1,At Risk
15628,5,155,2870.24,5,5,5,555,55,Champions,0,Loyal Customers
15630,45,60,1186.35,3,4,4,344,34,Loyal Customers,0,Loyal Customers
15632,16,167,3285.31,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15634,17,15,243.55,4,2,1,421,42,Potential Loyalists,0,Loyal Customers
15636,90,25,724.76,2,2,3,223,22,Hibernating,1,At Risk
15637,53,15,223.36,3,2,1,321,32,About To Sleep,1,At Risk
15639,134,25,425.32,2,2,2,222,22,Hibernating,1,At Risk
15640,4,484,12515.66,5,5,5,555,55,Champions,0,Loyal Customers
15641,105,119,1887.2,2,4,4,244,24,At Risk,1,At Risk
15643,192,33,664.0,1,3,3,133,13,At Risk,3,Churned (Lost)
15644,166,238,813.0,2,5,3,253,25,Can't Lose,1,At Risk
15645,19,52,612.01,4,3,3,433,43,Potential Loyalists,0,Loyal Customers
15646,158,35,447.64,2,3,2,232,23,At Risk,1,At Risk
15648,204,25,657.35,1,2,3,123,12,Hibernating,3,Churned (Lost)
15649,336,2,816.0,1,1,3,113,11,Hibernating,3,Churned (Lost)
15651,37,32,646.3,3,3,3,333,33,Need Attention,0,Loyal Customers
15652,91,21,337.74,2,2,2,222,22,Hibernating,1,At Risk
15653,93,6,877.4399999999999,2,1,3,213,21,Hibernating,1,At Risk
15654,9,21,922.53,5,2,3,523,52,Potential Loyalists,0,Loyal Customers
15655,243,34,560.67,1,3,3,133,13,At Risk,3,Churned (Lost)
15656,45,47,748.5,3,3,3,333,33,Need Attention,0,Loyal Customers
15657,23,1,30.0,4,1,1,411,41,Promising,0,Loyal Customers
15658,190,48,1024.1,1,3,4,134,13,At Risk,3,Churned (Lost)
15659,44,11,306.45,3,1,2,312,31,About To Sleep,1,At Risk
15660,25,90,1600.86,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15661,317,5,309.8,1,1,2,112,11,Hibernating,3,Churned (Lost)
15663,106,9,138.14,2,1,1,211,21,Hibernating,1,At Risk
15664,51,17,386.43,3,2,2,322,32,About To Sleep,1,At Risk
15665,168,116,2242.01,2,4,5,245,24,At Risk,1,At Risk
15667,40,13,301.32,3,1,2,312,31,About To Sleep,1,At Risk
15668,218,1,76.32000000000001,1,1,1,111,11,Hibernating,3,Churned (Lost)
15669,40,33,684.34,3,3,3,333,33,Need Attention,0,Loyal Customers
15670,297,12,173.05,1,1,1,111,11,Hibernating,3,Churned (Lost)
15671,19,78,2657.13,4,4,5,445,44,Loyal Customers,0,Loyal Customers
15673,88,155,2881.02,2,5,5,255,25,Can't Lose,1,At Risk
15674,73,114,2446.6,2,4,5,245,24,At Risk,1,At Risk
15675,81,21,323.69,2,2,2,222,22,Hibernating,1,At Risk
15676,19,202,3435.76,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15677,49,33,657.23,3,3,3,333,33,Need Attention,1,At Risk
15678,53,12,352.7,3,1,2,312,31,About To Sleep,1,At Risk
15679,24,110,781.28,4,4,3,443,44,Loyal Customers,0,Loyal Customers
15680,9,78,1333.68,5,4,4,544,54,Champions,0,Loyal Customers
15681,25,53,1426.16,4,3,4,434,43,Potential Loyalists,0,Loyal Customers
15683,117,10,193.75,2,1,1,211,21,Hibernating,1,At Risk
15687,9,166,2993.1,5,5,5,555,55,Champions,0,Loyal Customers
15689,120,9,254.1,2,1,2,212,21,Hibernating,1,At Risk
15690,4,19,239.76,5,2,1,521,52,Potential Loyalists,0,Loyal Customers
15691,252,2,136.8,1,1,1,111,11,Hibernating,3,Churned (Lost)
15692,28,12,191.04,4,1,1,411,41,Promising,0,Loyal Customers
15694,1,78,6479.4,5,4,5,545,54,Champions,0,Loyal Customers
15695,267,22,409.98,1,2,2,122,12,Hibernating,3,Churned (Lost)
15696,33,171,2736.46,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15699,18,18,309.65,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
15700,172,86,696.68,2,4,3,243,24,At Risk,1,At Risk
15701,2,237,1542.14,5,5,4,554,55,Champions,0,Loyal Customers
15703,265,5,211.5,1,1,1,111,11,Hibernating,3,Churned (Lost)
15704,140,117,2293.62,2,4,5,245,24,At Risk,1,At Risk
15705,201,6,143.1,1,1,1,111,11,Hibernating,3,Churned (Lost)
15706,64,55,1060.56,3,3,4,334,33,Need Attention,1,At Risk
15707,35,214,945.58,3,5,4,354,35,Loyal Customers,0,Loyal Customers
15708,41,288,3364.24,3,5,5,355,35,Loyal Customers,0,Loyal Customers
15709,284,6,133.25,1,1,1,111,11,Hibernating,3,Churned (Lost)
15712,9,53,1072.36,5,3,4,534,53,Potential Loyalists,0,Loyal Customers
15713,143,19,356.7,2,2,2,222,22,Hibernating,1,At Risk
15714,12,35,330.88,5,3,2,532,53,Potential Loyalists,0,Loyal Customers
15716,146,118,1118.81,2,4,4,244,24,At Risk,1,At Risk
15717,234,7,150.3,1,1,1,111,11,Hibernating,3,Churned (Lost)
15719,33,937,5045.61,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15720,24,128,598.73,4,5,3,453,45,Loyal Customers,0,Loyal Customers
15721,12,91,507.08,5,4,3,543,54,Champions,0,Loyal Customers
15722,36,69,2222.56,3,4,5,345,34,Loyal Customers,0,Loyal Customers
15723,365,41,203.1,1,3,1,131,13,At Risk,3,Churned (Lost)
15724,201,11,218.25,1,1,1,111,11,Hibernating,3,Churned (Lost)
15725,15,32,415.25,4,3,2,432,43,Potential Loyalists,0,Loyal Customers
15727,17,302,5178.96,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15729,213,5,85.0,1,1,1,111,11,Hibernating,3,Churned (Lost)
15730,66,70,1120.88,3,4,4,344,34,Loyal Customers,1,At Risk
15732,212,14,294.12,1,2,2,122,12,Hibernating,3,Churned (Lost)
15733,283,10,162.3,1,1,1,111,11,Hibernating,3,Churned (Lost)
15734,115,26,1339.45,2,2,4,224,22,Hibernating,1,At Risk
15737,15,72,1205.12,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15738,19,173,4812.42,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15739,66,8,449.12,3,1,2,312,31,About To Sleep,1,At Risk
15740,49,9,154.88,3,1,1,311,31,About To Sleep,1,At Risk
15743,16,88,784.46,4,4,3,443,44,Loyal Customers,0,Loyal Customers
15744,78,3,34.8,2,1,1,211,21,Hibernating,1,At Risk
15745,19,62,1094.59,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15746,134,28,196.88,2,2,1,221,22,Hibernating,1,At Risk
15747,13,93,974.04,5,4,4,544,54,Champions,0,Loyal Customers
15748,40,21,149.31,3,2,1,321,32,About To Sleep,1,At Risk
15749,235,10,44534.3,1,1,5,115,11,Hibernating,3,Churned (Lost)
15750,3,293,2465.48,5,5,5,555,55,Champions,0,Loyal Customers
15752,40,411,2637.38,3,5,5,355,35,Loyal Customers,0,Loyal Customers
15753,305,1,79.2,1,1,1,111,11,Hibernating,3,Churned (Lost)
15754,51,28,458.57,3,2,2,322,32,About To Sleep,1,At Risk
15755,10,141,2364.25,5,5,5,555,55,Champions,0,Loyal Customers
15756,61,192,532.96,3,5,3,353,35,Loyal Customers,0,Loyal Customers
15757,66,45,714.42,3,3,3,333,33,Need Attention,1,At Risk
15758,25,9,205.25,4,1,1,411,41,Promising,0,Loyal Customers
15759,218,7,253.04,1,1,2,112,11,Hibernating,3,Churned (Lost)
15762,65,37,583.75,3,3,3,333,33,Need Attention,1,At Risk
15763,32,61,1086.92,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15764,88,180,3279.97,2,5,5,255,25,Can't Lose,1,At Risk
15766,64,11,315.06,3,1,2,312,31,About To Sleep,1,At Risk
15768,116,27,621.8299999999999,2,2,3,223,22,Hibernating,1,At Risk
15769,7,130,56252.72,5,5,5,555,55,Champions,0,Loyal Customers
15773,6,10,635.6800000000001,5,1,3,513,51,New Customers,0,Loyal Customers
15774,69,25,270.8,3,2,2,322,32,About To Sleep,1,At Risk
15775,245,7,104.9,1,1,1,111,11,Hibernating,3,Churned (Lost)
15776,133,18,241.62,2,2,1,221,22,Hibernating,1,At Risk
15777,241,21,1047.11,1,2,4,124,12,Hibernating,3,Churned (Lost)
15780,184,29,475.28,1,2,2,122,12,Hibernating,1,At Risk
15781,25,20,345.46,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
15782,10,43,2614.74,5,3,5,535,53,Potential Loyalists,0,Loyal Customers
15783,11,14,246.3,5,2,1,521,52,Potential Loyalists,0,Loyal Customers
15785,33,83,2328.9700000000003,4,4,5,445,44,Loyal Customers,0,Loyal Customers
15786,46,267,4932.2,3,5,5,355,35,Loyal Customers,0,Loyal Customers
15787,26,206,948.05,4,5,4,454,45,Loyal Customers,0,Loyal Customers
15789,358,25,351.3,1,2,2,122,12,Hibernating,3,Churned (Lost)
15790,10,35,220.85,5,3,1,531,53,Potential Loyalists,0,Loyal Customers
15791,44,75,1612.69,3,4,4,344,34,Loyal Customers,0,Loyal Customers
15793,15,12,965.61,4,1,4,414,41,Promising,0,Loyal Customers
15795,150,42,610.01,2,3,3,233,23,At Risk,1,At Risk
15796,1,133,2711.56,5,5,5,555,55,Champions,0,Loyal Customers
15797,113,8,2207.4,2,1,5,215,21,Hibernating,1,At Risk
15799,76,98,884.14,2,4,3,243,24,At Risk,1,At Risk
15800,107,119,699.08,2,4,3,243,24,At Risk,1,At Risk
15801,46,64,1063.95,3,4,4,344,34,Loyal Customers,0,Loyal Customers
15802,143,1,451.42,2,1,2,212,21,Hibernating,1,At Risk
15803,51,8,415.8200000000001,3,1,2,312,31,About To Sleep,1,At Risk
15804,1,262,4206.39,5,5,5,555,55,Champions,0,Loyal Customers
15805,23,301,5528.4800000000005,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15806,46,31,784.58,3,3,3,333,33,Need Attention,1,At Risk
15807,50,48,903.9,3,3,3,333,33,Need Attention,1,At Risk
15808,306,208,3734.97,1,5,5,155,15,Can't Lose,3,Churned (Lost)
15809,36,35,515.77,3,3,3,333,33,Need Attention,0,Loyal Customers
15810,79,89,1391.98,2,4,4,244,24,At Risk,1,At Risk
15811,22,133,2218.62,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15812,107,41,1801.14,2,3,4,234,23,At Risk,1,At Risk
15813,208,40,1303.91,1,3,4,134,13,At Risk,3,Churned (Lost)
15814,17,72,1945.33,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15815,64,49,2100.6,3,3,5,335,33,Need Attention,1,At Risk
15819,49,123,1905.45,3,5,4,354,35,Loyal Customers,0,Loyal Customers
15820,320,17,206.98,1,2,1,121,12,Hibernating,3,Churned (Lost)
15821,44,62,570.96,3,4,3,343,34,Loyal Customers,0,Loyal Customers
15822,3,33,885.47,5,3,3,533,53,Potential Loyalists,0,Loyal Customers
15823,372,1,15.0,1,1,1,111,11,Hibernating,3,Churned (Lost)
15825,172,20,532.94,2,2,3,223,22,Hibernating,1,At Risk
15826,56,68,1654.31,3,4,4,344,34,Loyal Customers,1,At Risk
15827,73,115,1836.09,2,4,4,244,24,At Risk,1,At Risk
15829,99,51,636.14,2,3,3,233,23,At Risk,1,At Risk
15830,38,39,576.0,3,3,3,333,33,Need Attention,0,Loyal Customers
15831,58,68,801.76,3,4,3,343,34,Loyal Customers,1,At Risk
15832,254,54,836.79,1,3,3,133,13,At Risk,3,Churned (Lost)
15834,70,273,2233.75,3,5,5,355,35,Loyal Customers,0,Loyal Customers
15835,44,50,954.09,3,3,4,334,33,Need Attention,0,Loyal Customers
15836,50,10,137.37,3,1,1,311,31,About To Sleep,1,At Risk
15837,65,24,391.98,3,2,2,322,32,About To Sleep,1,At Risk
15838,11,167,33643.08,5,5,5,555,55,Champions,0,Loyal Customers
15839,33,62,1048.49,4,4,4,444,44,Loyal Customers,0,Loyal Customers
15840,59,27,355.56,3,2,2,322,32,About To Sleep,1,At Risk
15841,73,47,1224.06,2,3,4,234,23,At Risk,1,At Risk
15843,304,8,118.95000000000002,1,1,1,111,11,Hibernating,3,Churned (Lost)
15844,46,11,130.73999999999998,3,1,1,311,31,About To Sleep,1,At Risk
15845,18,138,3711.77,4,5,5,455,45,Loyal Customers,0,Loyal Customers
15847,38,22,389.27,3,2,2,322,32,About To Sleep,0,Loyal Customers
15850,19,97,238.85,4,4,1,441,44,Loyal Customers,0,Loyal Customers
15852,187,22,160.71,1,2,1,121,12,Hibernating,3,Churned (Lost)
15853,52,30,110.8,3,3,1,331,33,Need Attention,1,At Risk
15854,4,140,2974.65,5,5,5,555,55,Champions,0,Loyal Customers
15855,137,80,712.24,2,4,3,243,24,At Risk,1,At Risk
15856,4,645,16387.57,5,5,5,555,55,Champions,0,Loyal Customers
15857,19,14,297.0,4,2,2,422,42,Potential Loyalists,0,Loyal Customers
15858,16,191,1438.85,4,5,4,454,45,Loyal Customers,0,Loyal Customers
15860,41,142,977.21,3,5,4,354,35,Loyal Customers,0,Loyal Customers
15861,12,546,3165.36,5,5,5,555,55,Champions,0,Loyal Customers
15862,8,147,832.88,5,5,3,553,55,Champions,0,Loyal Customers
15863,26,18,68.84,4,2,1,421,42,Potential Loyalists,0,Loyal Customers
15864,22,20,1936.32,4,2,4,424,42,Potential Loyalists,0,Loyal Customers
15865,41,40,895.13,3,3,3,333,33,Need Attention,0,Loyal Customers
15866,101,45,230.53,2,3,1,231,23,At Risk,1,At Risk
15867,5,461,3812.64,5,5,5,555,55,Champions,0,Loyal Customers
15869,277,15,149.64,1,2,1,121,12,Hibernating,3,Churned (Lost)
15870,33,76,354.09000000000003,4,4,2,442,44,Loyal Customers,0,Loyal Customers
15872,15,128,360.93,4,5,2,452,45,Loyal Customers,0,Loyal Customers
